id,ChapterName,difficulty_1_to_5,difficulty_reason,covered_model_count,difficulty_model_count,raw_solved_count,solved_with_reasoning_count,small_model_solved_count,failed_count,difficulty_failed_models,gpt5_manual_label,qwen3_4b_manual_label,qwen2_5_7b_manual_label,gemma3_4b_manual_label,mistral3_3b_manual_label,gpt5_judge_label,qwen3_4b_judge_label,qwen2_5_7b_judge_label,gemma3_4b_judge_label,mistral3_3b_judge_label,llama3_2_3b_judge_label,failed_models,non_genuine_failure_models_from_notes,dominant_error_types,manual_note,expected_final_answer
229,সমাকলন,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen3_4b,qwen2_5_7b,mistral3_3b",1,0,0,1,0,0,0,0,1,0,0,"qwen3_4b,qwen2_5_7b,mistral3_3b",,"no_or_insufficient_reasoning,format_or_final_extraction,arithmetic_or_algebra_error","Qwen3: incomplete। সে বারবার একই integral rewrite করেছে, কিন্তু \(1+\sin x\) দিয়ে rationalization করে \(\sec^2x+\sec x\tan x\)-এ পৌঁছায়নি। Qwen2.5: incomplete। \(\sin x=\cos(\pi/2-x)\) টাইপ transformation করেছে, কিন্তু integral solve করার কার্যকর ধাপে যায়নি। Mistral: ভুল sign। সে দিয়েছে: \[ \tan x-\sec x+C \] কিন্তু \(\int \sec x\tan x\,dx=\sec x\), তাই sign positive হবে।",$\tan x+\sec x+c$
230,সমাকলন,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,0,0,0,0,0,0,,,,,$150.913$ (প্রায়)
231,সমাকলন,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,0,0,0,5,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",0,0,0,0,0,0,0,0,0,0,0,"gpt5,qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"geometry_condition_error,formula_or_method_error,missing_case_or_domain_error","Gemma: ভুল। \((\pi-1)a^2\) দিয়েছে; circle-parabola-এর সঠিক boundary difference নেয়নি। Qwen3: ভুল। \(\frac43a^2\) দিয়েছে, যা মূলত parabola-এর area term-এর মতো; circle segment বাদ/ভুল হয়েছে। Qwen2.5: ভুল। \(a^2\) দিয়েছে, কোনো সঠিক integral setup মেলেনি। Mistral: ভুল। \(a^2\) দিয়েছে, bounded lens area ঠিকভাবে বের করেনি। GPT-5: আংশিক ঠিক কিন্তু final ভুল। সে \[ a^2\frac{3\pi-8}{12}=a^2\left(\frac{\pi}{4}-\frac23\right) \] দিয়েছে, যা শুধু উপরের অর্ধেক area। expected answer তার দ্বিগুণ।",$a^2\left(\frac{\pi}{2}-\frac{4}{3}\right)$
232,সমাকলন,2,3/4 small models solved with proper reasoning; failed small models: gemma3_4b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,gemma3_4b,1,1,1,0,1,1,1,1,0,1,0,gemma3_4b,,arithmetic_or_algebra_error,"Gemma: ভুল। সে \(\tan^{-1}\sqrt3\) এর মান ভুল নিয়েছে; \(\tan^{-1}\sqrt3=\frac{\pi}{3}\approx1.047\), কিন্তু সে প্রায় \(1.249\) নিয়েছে। তাই final \(1.347\) ভুল।",$\frac{5}{12}\pi+\frac{1-\sqrt{3}}{2}$
233,সমাকলন,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,1,1,1,1,0,,,,,$b=\frac{1}{2}$
234,সমাকলন,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,1,1,1,1,0,,,,,"$(i)\ -\frac{1}{2}$, $(ii)\ \frac{1}{2}$"
235,সমাকলন,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,1,1,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"formula_or_method_error,arithmetic_or_algebra_error,format_or_final_extraction","Gemma: ভুল। সে \(\int \frac{e^x}{(x+1)^2}dx\) ভুলভাবে integrate করেছে; \(e^x\) factor উপেক্ষা করে log terms এনেছে। Qwen2.5: ভুল। তার final: \[ e-\frac{2e^3}{4} \] যা সঠিক antiderivative থেকে আসে না। সে derivative-recognition মিস করেছে। Mistral: ভুল/incomplete। substitution করে exponential integral টাইপ পথে চলে গেছে, তারপর finalও truncated/wrong \(\frac{e^3}{2...}\) ধরনের।",$\frac{e^3}{4}-1$
236,সমাকলন,3,"2/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen3_4b,qwen2_5_7b",1,0,0,1,1,1,0,0,0,1,0,"qwen3_4b,qwen2_5_7b",,"question_misinterpretation,arithmetic_or_algebra_error","Qwen3: ভুল। সে \(\frac78\) দিয়েছে, যা তিনটি intersection point দিয়ে triangle area নিলে আসে। কিন্তু boundary \(x=\frac1{y^2}\) বাঁকা, সরলরেখা নয়; triangle ধরে area নেওয়া যাবে না। Qwen2.5: ভুল। সে lower limit \(\frac1{\sqrt2}\) ধরনের ভুল intersection নিয়েছে। আসল intersection \(y=1\), কারণ \(y=\frac1{y^2}\Rightarrow y^3=1\)।",$1$ বর্গ একক
237,সমাকলন,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,0,1,1,1,1,0,,,,,$\ln\frac{3}{2}$
238,সমাকলন,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,1,4,"qwen2_5_7b,gemma3_4b,mistral3_3b",0,1,0,0,0,0,1,0,0,0,0,"gpt5,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,format_or_final_extraction","Gemma: ভুল। সে শুধু \[ \frac1m e^{m\tan^{-1}x} \] দিয়েছে। কিন্তু substitution-এর পর integrand হয় \(e^{mt}\cos^2t\), শুধু \(e^{mt}\) নয়। \(\cos^2t\) factor বাদ দিয়েছে। Qwen2.5: Gemma-এর মতো ভুল। \(\cos^2t\) factor বাদ দিয়ে \(\frac1m e^{m\tan^{-1}x}\) দিয়েছে। Mistral: ভুল। সে extra \(\cos4t\), \(\sin4t\) terms এনেছে, যেন \(\cos^4t\) integrate করছে। কিন্তু এখানে \(\cos^2t\) মাত্র, তাই second harmonic \(2t\) পর্যন্তই থাকবে। GPT-5: শুরুটা সঠিক ছিল: \[ t=\tan^{-1}x,\quad I=\int e^{mt}\cos^2t\,dt \] কিন্তু answer truncated হয়ে গেছে; final দেয়নি। তাই incomplete।",$\frac{1}{2m}e^{m\tan^{-1}x}+\frac{e^{m\tan^{-1}x}}{2(m^2+4)}\{m\cos(2\tan^{-1}x)+2\sin(2\tan^{-1}x)\}+c$
239,সমাকলন,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,0,0,0,5,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",0,0,0,0,0,0,0,0,0,0,0,"gpt5,qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"missing_case_or_domain_error,question_misinterpretation,formula_or_method_error","Gemma: ভুল। \(2\sqrt3a^2\) দিয়েছে; circle sector-এর \(\pi\)-term বাদ গেছে। Qwen3: ভুল। \(\frac{3\sqrt3}{2}a^2\) দিয়েছে; শুধু triangular/partial algebraic অংশ নিয়েছে, circular sector ধরেনি। Qwen2.5: ভুল। \(\frac{4\pi a^2}{3}\) দিয়েছে; sector নিয়েছে কিন্তু parabola/triangle subtraction ঠিক করেনি। Mistral: incomplete/wrong। intersection বের করলেও final area দেয়নি। GPT-5: ভুল। সে complementary/right-side region নিয়েছে এবং final করেছে \[ a^2\left(3\sqrt3+\frac{4\pi}{3}\right) \] যা expected region নয়।",$\left(\frac{8}{3}\pi-3\sqrt{3}\right)a^2$
240,সমাকলন,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,gemma3_4b",1,1,0,0,1,1,0,0,0,0,0,"qwen2_5_7b,gemma3_4b",,formula_or_method_error,"Gemma: ভুল। \(\frac{16}{3}\) দিয়েছে; শুধু parabola/curve-এর area নিয়েছে, line subtract করেনি। Qwen2.5: ভুল। \(x\) এবং \(y\)-এর integration mix করেছে; একবার \(dx\), একবার \(dy\) নিয়ে invalid setup করেছে।",$\frac{4}{3}$ বর্গ একক
241,সমাকলন,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,0,1,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,arithmetic_or_algebra_error,Gemma: ভুল। সে অপ্রয়োজনীয় \(\ln|x^4+1|\) term এনেছে; derivative করলে original integrand পাওয়া যায় না। Qwen3: label 1 হলেও আসলে ভুল। তার log + \(\tan^{-1}(\sqrt2x)\) form derivative করলে \(\frac{x^2+1}{x^4+1}\) পাওয়া যায় না। এটি false positive। Qwen2.5: ভুল। partial fraction form-এর coefficient এবং arctan অংশ ভুল। Mistral: ভুল। arctan arguments/coefficient সঠিক partial fraction result নয়।,$\frac{1}{\sqrt{2}}\tan^{-1}\left(\frac{x-\frac{1}{x}}{\sqrt{2}}\right)+c$
242,সমাকলন,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,1,4,"qwen2_5_7b,gemma3_4b,mistral3_3b",0,1,0,0,0,0,1,0,1,0,0,"gpt5,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,format_or_final_extraction,formula_or_method_error","Gemma: ভুল, যদিও label 1। সে \(x\)-এর respect-এ integrate করতে গিয়ে \(y\)-value আর \(x\)-expression মিশিয়েছে। final \(\frac{27}{2}\) expected নয়। এটি false positive। Qwen2.5: ভুল। final \(0\); সে bounded region-এর actual left-right boundary নেয়নি। Mistral: setup প্রায় ঠিক ছিল, কিন্তু arithmetic/evaluation ভুল করে \(\frac{25}{6}\) দিয়েছে। সঠিক evaluation \(\frac92\)। GPT-5: reasoning অনেকদূর ঠিক গেলেও final answer নেই/truncated। তাই incomplete।",$4.5\ sq.\ units$
243,সমাকলন,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,1,1,0,1,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,question_misinterpretation","Gemma: ভুল, label 1 হলেও। সে \(2x^3dx\)-কে শুধু \(2x dx\)-এর মতো ধরেছে, \(x^2=u\) factor বাদ দিয়েছে। তাই \(1-\frac1e\) পেয়েছে। Qwen2.5: Gemma-এর মতো ভুল; \(u\) factor বাদ দিয়ে \(1-\frac1e\) দিয়েছে। Mistral: ভুল। \(1/e-1\) দিয়েছে, sign-ও ভুল এবং factor \(2/e\)-ও নেই।",$1-2e^{-1}$
244,সমাকলন,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"question_misinterpretation,arithmetic_or_algebra_error","Gemma: ভুল। সে অঞ্চলকে rectangle/ভুল coordinate setup হিসেবে ধরেছে এবং final \(2\) দিয়েছে। Qwen3: ভুল। সে বলেছে problem solve করা সম্ভব নয়, কিন্তু \(y=x\), \(y=-x\), \(x=1\) দিয়ে স্পষ্ট bounded triangle তৈরি হয়। Qwen2.5: ভুল। \(0\) দিয়েছে, সম্ভবত region-কে degenerate ধরে নিয়েছে। Mistral: ভুল। \(4\) দিয়েছে; limits/shape ভুল নিয়েছে।",$1$ বর্গ একক
245,সমাকলন,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,1,1,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"formula_or_method_error,format_or_final_extraction","Gemma: ভুল। \(\sec^2\)-type expression বানিয়েছে, কিন্তু definite integral evaluate করেনি। Qwen2.5: incomplete; final answer নেই। Mistral: ভুল। সে \[ \frac{2\pi ab}{(a^2+b^2)^{3/2}} \] দিয়েছে, যা এই standard integral-এর formula নয়।",$\frac{\pi}{ab}$
246,সমাকলন,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,mistral3_3b",1,1,0,1,0,1,1,0,1,0,0,"qwen2_5_7b,mistral3_3b",,"format_or_final_extraction,formula_or_method_error","Qwen2.5: incomplete; final answer নেই। Mistral: ভুল। সে \(u=x^2+1\) substitution করেছে, কিন্তু \(du=2x dx\); এখানে \(x dx\) নেই। তাই substitution invalid, final \(\ln2-\frac12\) ভুল।",$\ln2-2+\frac{\pi}{2}$
247,সমাকলন,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,formula_or_method_error","Gemma: ভুল। final \(\frac{\ln2}{2}\) দিয়েছে। সে denominator-এর trig simplification ভুল পথে নিয়েছে। Qwen3: ভুল। \(\frac12\ln(2+\sqrt3)\) দিয়েছে; এটি expected-এর সমান নয়। সে half-angle identity ভুল ব্যবহার করেছে। Qwen2.5: ভুল। final expression expected-এর সাথে মেলে না; log boundary evaluation ভুল। Mistral: ভুল। \(2-2\sqrt3+\ln3\) এসেছে, যা rationalized substitution/result-এর সাথে মেলে না।",$\ln\frac{\sqrt{3}+1}{2}$
248,সমাকলন,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,1,1,1,1,0,,,,,$\frac{1}{2}e^{x^2}(x^2-1)+c$
249,সমাকলন,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,0,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,question_misinterpretation,formula_or_method_error","Gemma: ভুল। সে \(\int u\,dx=xu\) ধরে ফেলেছে, কিন্তু by parts-এর দ্বিতীয় term \(-\int x\,du\) বাদ দিয়েছে। Qwen3: ভুল। substitution শুরু করলেও integration by parts ঠিকভাবে শেষ করেনি; final expression derivative করলে integrand ফেরত আসে না। Qwen2.5: ভুল। \(-\sqrt{x(x+a)}\) term এনেছে, কিন্তু সঠিক term \(-\sqrt{ax}+a\tan^{-1}\sqrt{x/a}\)। Mistral: ভুল। অতিরিক্ত \((\tan^{-1})^2\) type expression দিয়েছে; মূল integrand-এর antiderivative নয়।",$x\sin^{-1}\sqrt{\frac{x}{x+a}}-\frac{\sqrt{a}}{2}\left(2\sqrt{x}-2\sqrt{a}\tan^{-1}\sqrt{\frac{x}{a}}\right)+c$
250,সমাকলন,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,1,1,1,1,0,,,,,$\frac{128}{15}$
251,সমাকলন,2,3/4 small models solved with proper reasoning; failed small models: gemma3_4b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,gemma3_4b,1,1,1,0,1,1,1,1,0,1,0,gemma3_4b,,arithmetic_or_algebra_error,"Gemma: আংশিক ভুল। (a) ঠিক করেছে, কিন্তু (b)-তে \(\cos2x\sin x\) term integrate করার সময় ভুল করেছে। তাই \(\frac52\) পেয়েছে।","$(a)\ \frac{\pi^2}{8}$, $(b)\ \frac{7}{3}$"
252,সমাকলন,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,no_or_insufficient_reasoning","Gemma: ভুল/incomplete। সে বলেছে direct solution নেই, কিন্তু derivative recognition করলে সহজে হয়। Qwen3: ভুল। সে \[ e^x\frac{x}{x+1} \] দিয়েছে। এর derivative original integrand নয়; numerator হবে \(x^2+x+1\), \(x^2+1\) নয়। Qwen2.5: ভুল। unnecessary log/Ei-type expression এনেছে; expected simple derivative form মিস করেছে। Mistral: ভুল। partial fraction/parts ভুলভাবে করেছে এবং \(\ln|x+1|\) term এনেছে, যা final derivative-এ original integrand দেয় না।",$e^x\left(\frac{x-1}{x+1}\right)+c$
